interaction_id,user_id,product_id,action,timestamp,name,age,gender,location,product_name,category,price,seller_id,transaction_id,quantity,purchase_time
I1867,U439,P148,view,28-04-24,User439,28,Male,Pune,Home_Product_148,Home,2934,S37,,,
I1868,U358,P27,view,07-01-24,User358,39,Female,Madurai,Sports_Product_27,Sports,3974,S42,,,
I1869,U969,P128,cart,21-06-24,User969,26,Female,Bangalore,Clothing_Product_128,Clothing,2525,S21,,,
I1870,U991,P199,purchase,21-06-24,User991,26,Male,Kolkata,Electronics_Product_199,Electronics,4050,S48,T637,1,18-04-24
I1871,U180,P145,purchase,26-07-24,User180,28,Male,Mumbai,Sports_Product_145,Sports,4315,S15,T638,3,08-03-24
I1872,U26,P192,view,20-08-24,User26,33,Male,Chennai,Clothing_Product_192,Clothing,3924,S17,,,
I1873,U806,P192,cart,23-12-24,User806,21,Male,Hyderabad,Home_Product_192,Home,1346,S15,,,
I1874,U570,P63,cart,04-02-24,User570,44,Female,Delhi,Sports_Product_63,Sports,679,S25,,,
I1875,U884,P33,view,04-08-24,User884,27,Female,Bangalore,Electronics_Product_33,Electronics,713,S50,,,
I1876,U842,P16,cart,15-09-24,User842,45,Female,Madurai,Home_Product_16,Home,3131,S10,,,
I1877,U714,P104,purchase,04-03-24,User714,27,Female,Madurai,Sports_Product_104,Sports,585,S47,T639,1,21-11-24
I1878,U640,P160,view,09-08-24,User640,26,Female,Kolkata,Clothing_Product_160,Clothing,4775,S27,,,
I1879,U563,P167,cart,21-07-24,User563,40,Female,Pune,Home_Product_167,Home,1154,S40,,,
I1880,U354,P7,cart,15-04-24,User354,22,Female,Delhi,Footwear_Product_7,Footwear,3061,S42,,,
I1881,U683,P109,view,27-10-24,User683,30,Female,Hyderabad,Sports_Product_109,Sports,837,S5,,,
I1882,U930,P102,view,07-07-24,User930,24,Male,Madurai,Electronics_Product_102,Electronics,719,S3,,,
I1883,U280,P98,view,09-11-24,User280,37,Male,Bangalore,Accessories_Product_98,Accessories,287,S47,,,
I1884,U395,P197,view,14-02-24,User395,42,Female,Mumbai,Sports_Product_197,Sports,3176,S11,,,
I1885,U739,P84,view,11-06-24,User739,23,Male,Hyderabad,Electronics_Product_84,Electronics,4791,S33,,,
I1886,U23,P59,cart,28-09-24,User23,42,Female,Pune,Clothing_Product_59,Clothing,3982,S22,,,
I1887,U976,P15,cart,26-11-24,User976,30,Female,Delhi,Clothing_Product_15,Clothing,1100,S19,,,
I1888,U961,P172,view,24-07-24,User961,36,Female,Hyderabad,Home_Product_172,Home,3442,S17,,,
I1889,U615,P2,cart,17-12-24,User615,18,Male,Coimbatore,Sports_Product_2,Sports,2700,S19,,,
I1890,U316,P58,cart,07-09-24,User316,38,Female,Trichy,Home_Product_58,Home,4500,S39,,,
I1891,U338,P36,purchase,25-12-24,User338,20,Male,Chennai,Clothing_Product_36,Clothing,1676,S28,T640,3,02-08-24
I1892,U568,P100,cart,31-03-24,User568,40,Male,Kolkata,Home_Product_100,Home,4672,S15,,,
I1893,U73,P99,cart,12-01-24,User73,27,Male,Hyderabad,Sports_Product_99,Sports,1042,S28,,,
I1894,U574,P176,cart,20-04-24,User574,22,Male,Hyderabad,Footwear_Product_176,Footwear,3890,S17,,,
I1895,U101,P66,purchase,26-03-24,User101,31,Male,Hyderabad,Clothing_Product_66,Clothing,1099,S33,T641,1,20-04-24
I1896,U802,P127,cart,05-07-24,User802,45,Male,Madurai,Footwear_Product_127,Footwear,2693,S40,,,
I1897,U71,P53,cart,02-05-24,User71,35,Female,Kolkata,Electronics_Product_53,Electronics,1494,S38,,,
I1898,U1000,P61,cart,24-06-24,User1000,30,Male,Kolkata,Electronics_Product_61,Electronics,4345,S38,,,
I1899,U620,P35,purchase,25-06-24,User620,27,Male,Mumbai,Home_Product_35,Home,3457,S22,T642,1,21-03-24
I1900,U91,P32,view,22-03-24,User91,26,Female,Hyderabad,Home_Product_32,Home,4088,S12,,,
I1901,U752,P191,cart,04-01-24,User752,30,Male,Coimbatore,Sports_Product_191,Sports,1026,S7,,,
I1902,U560,P156,cart,28-04-24,User560,23,Male,Delhi,Electronics_Product_156,Electronics,2720,S32,,,
I1903,U714,P50,purchase,11-12-24,User714,23,Female,Coimbatore,Clothing_Product_50,Clothing,3632,S12,T643,2,19-02-24
I1904,U799,P146,view,15-06-24,User799,31,Female,Mumbai,Electronics_Product_146,Electronics,962,S26,,,
I1905,U603,P45,cart,30-09-24,User603,28,Male,Pune,Sports_Product_45,Sports,1232,S7,,,
I1906,U201,P138,view,11-05-24,User201,21,Male,Chennai,Clothing_Product_138,Clothing,3560,S21,,,
I1907,U332,P162,view,10-07-24,User332,32,Female,Kolkata,Home_Product_162,Home,3761,S47,,,
I1908,U364,P52,purchase,20-08-24,User364,25,Male,Kolkata,Accessories_Product_52,Accessories,1294,S41,T644,3,27-03-24
I1909,U113,P85,cart,14-12-24,User113,38,Male,Mumbai,Footwear_Product_85,Footwear,2671,S48,,,
I1910,U461,P134,purchase,10-11-24,User461,44,Female,Trichy,Sports_Product_134,Sports,973,S41,T645,1,08-05-24
I1911,U479,P65,purchase,25-01-24,User479,26,Male,Chennai,Home_Product_65,Home,1102,S1,T646,3,15-12-24
I1912,U487,P196,purchase,10-08-24,User487,44,Male,Pune,Home_Product_196,Home,1010,S17,T647,2,04-05-24
I1913,U342,P60,view,22-09-24,User342,28,Male,Trichy,Home_Product_60,Home,4791,S40,,,
I1914,U710,P47,view,25-09-24,User710,45,Female,Coimbatore,Footwear_Product_47,Footwear,2387,S49,,,
I1915,U975,P169,view,01-01-24,User975,18,Female,Delhi,Accessories_Product_169,Accessories,3020,S8,,,
I1916,U207,P172,cart,20-11-24,User207,31,Male,Madurai,Electronics_Product_172,Electronics,738,S2,,,
I1917,U93,P78,purchase,18-04-24,User93,23,Male,Pune,Home_Product_78,Home,4490,S44,T648,3,24-04-24
I1918,U678,P118,cart,22-02-24,User678,19,Female,Trichy,Footwear_Product_118,Footwear,3396,S16,,,
I1919,U67,P11,view,02-04-24,User67,27,Female,Hyderabad,Clothing_Product_11,Clothing,518,S37,,,
I1920,U808,P31,purchase,20-08-24,User808,23,Male,Pune,Clothing_Product_31,Clothing,666,S10,T649,1,16-07-24
I1921,U620,P63,purchase,19-10-24,User620,27,Male,Mumbai,Accessories_Product_63,Accessories,2218,S48,T650,1,25-07-24
I1922,U747,P93,view,05-10-24,User747,37,Male,Coimbatore,Footwear_Product_93,Footwear,4672,S18,,,
I1923,U875,P83,cart,17-05-24,User875,33,Female,Kolkata,Sports_Product_83,Sports,4360,S45,,,
I1924,U94,P50,view,04-01-24,User94,43,Male,Chennai,Footwear_Product_50,Footwear,3696,S27,,,
I1925,U247,P104,purchase,06-08-24,User247,33,Male,Trichy,Sports_Product_104,Sports,3298,S17,T651,2,28-08-24
I1926,U336,P40,view,04-12-24,User336,25,Female,Coimbatore,Accessories_Product_40,Accessories,771,S38,,,
I1927,U132,P33,cart,04-02-24,User132,44,Female,Delhi,Home_Product_33,Home,2261,S44,,,
I1928,U507,P194,cart,17-11-24,User507,19,Female,Coimbatore,Electronics_Product_194,Electronics,2998,S13,,,
I1929,U587,P95,view,01-03-24,User587,28,Female,Trichy,Home_Product_95,Home,1342,S43,,,
I1930,U972,P192,purchase,04-02-24,User972,41,Male,Chennai,Home_Product_192,Home,1140,S45,T652,2,21-06-24
I1931,U465,P83,view,18-03-24,User465,28,Female,Kolkata,Home_Product_83,Home,2177,S4,,,
I1932,U183,P62,cart,11-11-24,User183,31,Male,Mumbai,Accessories_Product_62,Accessories,4348,S36,,,
I1933,U734,P65,cart,13-04-24,User734,23,Female,Pune,Clothing_Product_65,Clothing,3710,S15,,,
I1934,U790,P135,cart,07-11-24,User790,36,Male,Chennai,Home_Product_135,Home,1447,S30,,,
I1935,U971,P88,view,31-03-24,User971,37,Female,Hyderabad,Footwear_Product_88,Footwear,1090,S8,,,
I1936,U645,P46,purchase,31-10-24,User645,37,Male,Hyderabad,Clothing_Product_46,Clothing,3828,S46,T653,2,10-03-24
I1937,U407,P168,purchase,05-08-24,User407,37,Male,Madurai,Home_Product_168,Home,1733,S12,T654,3,17-06-24
I1938,U201,P168,cart,25-05-24,User201,38,Male,Pune,Clothing_Product_168,Clothing,1449,S10,,,
I1939,U867,P13,view,14-03-24,User867,39,Male,Bangalore,Home_Product_13,Home,4035,S34,,,
I1940,U53,P21,cart,05-05-24,User53,32,Female,Madurai,Footwear_Product_21,Footwear,3704,S35,,,
I1941,U222,P102,view,02-02-24,User222,28,Female,Hyderabad,Clothing_Product_102,Clothing,3472,S22,,,
I1942,U44,P31,view,05-05-24,User44,19,Male,Bangalore,Sports_Product_31,Sports,3820,S6,,,
I1943,U444,P184,view,22-03-24,User444,31,Male,Coimbatore,Home_Product_184,Home,4508,S15,,,
I1944,U812,P32,view,13-05-24,User812,40,Male,Hyderabad,Footwear_Product_32,Footwear,2956,S48,,,
I1945,U931,P39,view,24-08-24,User931,30,Female,Pune,Footwear_Product_39,Footwear,2276,S35,,,
I1946,U965,P123,view,22-03-24,User965,26,Female,Coimbatore,Home_Product_123,Home,4948,S4,,,
I1947,U161,P33,purchase,28-03-24,User161,45,Female,Kolkata,Electronics_Product_33,Electronics,4199,S35,T655,1,25-07-24
I1948,U346,P49,cart,14-08-24,User346,22,Female,Pune,Clothing_Product_49,Clothing,926,S20,,,
I1949,U706,P170,view,09-09-24,User706,21,Male,Bangalore,Electronics_Product_170,Electronics,3970,S15,,,
I1950,U904,P191,view,14-01-24,User904,25,Female,Chennai,Electronics_Product_191,Electronics,646,S41,,,
I1951,U449,P113,purchase,17-03-24,User449,40,Female,Coimbatore,Electronics_Product_113,Electronics,2249,S6,T656,1,02-05-24
I1952,U975,P23,purchase,06-05-24,User975,22,Male,Chennai,Electronics_Product_23,Electronics,388,S4,T657,1,27-02-24
I1953,U904,P147,view,23-02-24,User904,44,Female,Trichy,Home_Product_147,Home,716,S8,,,
I1954,U790,P64,purchase,09-09-24,User790,42,Male,Chennai,Sports_Product_64,Sports,2211,S2,T658,2,29-05-24
I1955,U249,P36,purchase,20-07-24,User249,40,Male,Madurai,Electronics_Product_36,Electronics,2241,S31,T659,1,27-12-24
I1956,U73,P55,view,21-02-24,User73,40,Male,Hyderabad,Sports_Product_55,Sports,1366,S13,,,
I1957,U512,P61,view,08-08-24,User512,36,Male,Madurai,Home_Product_61,Home,1325,S39,,,
I1958,U313,P22,view,23-03-24,User313,45,Male,Trichy,Clothing_Product_22,Clothing,1218,S40,,,
I1959,U382,P127,view,07-08-24,User382,30,Female,Pune,Sports_Product_127,Sports,4491,S33,,,
I1960,U453,P8,cart,25-09-24,User453,25,Female,Hyderabad,Clothing_Product_8,Clothing,3393,S12,,,
I1961,U753,P26,view,12-05-24,User753,18,Male,Trichy,Electronics_Product_26,Electronics,2385,S8,,,
I1962,U856,P144,view,08-08-24,User856,33,Female,Coimbatore,Sports_Product_144,Sports,486,S39,,,
I1963,U619,P81,view,20-05-24,User619,19,Female,Bangalore,Sports_Product_81,Sports,795,S35,,,
I1964,U959,P90,purchase,01-12-24,User959,28,Male,Delhi,Clothing_Product_90,Clothing,4349,S23,T660,2,15-09-24
I1965,U303,P165,view,28-12-24,User303,43,Female,Chennai,Accessories_Product_165,Accessories,2318,S31,,,
I1966,U928,P137,view,13-05-24,User928,29,Male,Kolkata,Clothing_Product_137,Clothing,2474,S6,,,
I1967,U675,P135,cart,27-06-24,User675,25,Female,Hyderabad,Accessories_Product_135,Accessories,1916,S38,,,
I1968,U371,P123,cart,06-06-24,User371,24,Male,Coimbatore,Footwear_Product_123,Footwear,621,S42,,,
I1969,U843,P22,cart,07-09-24,User843,40,Female,Pune,Clothing_Product_22,Clothing,3652,S25,,,
I1970,U549,P132,cart,11-10-24,User549,43,Male,Coimbatore,Electronics_Product_132,Electronics,3580,S23,,,
I1971,U884,P28,cart,27-03-24,User884,44,Male,Hyderabad,Sports_Product_28,Sports,2465,S50,,,
I1972,U576,P31,cart,24-07-24,User576,39,Female,Mumbai,Footwear_Product_31,Footwear,878,S27,,,
I1973,U498,P193,view,28-01-24,User498,21,Male,Trichy,Accessories_Product_193,Accessories,3815,S29,,,
I1974,U544,P85,cart,16-08-24,User544,41,Female,Kolkata,Footwear_Product_85,Footwear,729,S13,,,
I1975,U668,P23,view,04-10-24,User668,38,Male,Madurai,Sports_Product_23,Sports,4210,S27,,,
I1976,U278,P25,view,01-03-24,User278,26,Female,Coimbatore,Clothing_Product_25,Clothing,3911,S42,,,
I1977,U365,P10,view,13-07-24,User365,32,Female,Kolkata,Clothing_Product_10,Clothing,3133,S15,,,
I1978,U325,P33,purchase,27-04-24,User325,40,Male,Coimbatore,Sports_Product_33,Sports,859,S38,T661,2,01-12-24
I1979,U236,P1,cart,19-05-24,User236,34,Female,Mumbai,Sports_Product_1,Sports,4421,S29,,,
I1980,U562,P177,view,03-06-24,User562,30,Male,Coimbatore,Footwear_Product_177,Footwear,773,S1,,,
I1981,U496,P120,cart,22-10-24,User496,38,Female,Bangalore,Sports_Product_120,Sports,4898,S24,,,
I1982,U611,P65,cart,23-05-24,User611,44,Female,Trichy,Electronics_Product_65,Electronics,1076,S48,,,
I1983,U100,P127,cart,10-06-24,User100,33,Female,Coimbatore,Clothing_Product_127,Clothing,3946,S13,,,
I1984,U776,P30,purchase,17-02-24,User776,26,Female,Trichy,Accessories_Product_30,Accessories,1357,S6,T662,3,20-04-24
I1985,U936,P75,cart,23-08-24,User936,24,Male,Mumbai,Electronics_Product_75,Electronics,3036,S50,,,
I1986,U20,P110,purchase,29-03-24,User20,26,Female,Mumbai,Home_Product_110,Home,775,S48,T663,1,09-04-24
I1987,U756,P24,view,27-01-24,User756,42,Male,Coimbatore,Electronics_Product_24,Electronics,4737,S7,,,
I1988,U614,P20,view,14-02-24,User614,25,Male,Chennai,Home_Product_20,Home,4535,S25,,,
I1989,U909,P79,purchase,11-09-24,User909,30,Female,Madurai,Footwear_Product_79,Footwear,4176,S44,T664,2,30-11-24
I1990,U94,P45,cart,29-06-24,User94,26,Male,Kolkata,Accessories_Product_45,Accessories,1168,S30,,,
I1991,U488,P165,purchase,03-07-24,User488,27,Female,Bangalore,Footwear_Product_165,Footwear,861,S6,T665,2,31-05-24
I1992,U223,P51,cart,29-05-24,User223,30,Female,Madurai,Accessories_Product_51,Accessories,1574,S47,,,
I1993,U466,P12,view,29-07-24,User466,29,Male,Trichy,Home_Product_12,Home,4556,S43,,,
I1994,U635,P62,purchase,18-06-24,User635,37,Female,Kolkata,Electronics_Product_62,Electronics,3403,S16,T666,1,26-10-24
I1995,U468,P4,view,29-06-24,User468,38,Male,Bangalore,Home_Product_4,Home,5000,S2,,,
I1996,U887,P151,cart,12-08-24,User887,42,Male,Kolkata,Sports_Product_151,Sports,3276,S29,,,
I1997,U143,P43,purchase,08-11-24,User143,23,Female,Delhi,Accessories_Product_43,Accessories,836,S22,T667,1,26-03-24
I1998,U387,P114,view,23-09-24,User387,24,Female,Coimbatore,Footwear_Product_114,Footwear,2579,S9,,,
I1999,U888,P64,cart,16-07-24,User888,22,Female,Coimbatore,Accessories_Product_64,Accessories,1632,S50,,,
I2000,U729,P24,cart,22-05-24,User729,33,Male,Mumbai,Electronics_Product_24,Electronics,1244,S17,,,
I2001,U159,P12,view,13-12-24,User159,30,Female,Hyderabad,Home_Product_12,Home,1040,S20,,,
I2002,U332,P136,view,20-12-24,User332,41,Male,Bangalore,Footwear_Product_136,Footwear,683,S17,,,
I2003,U386,P21,view,05-08-24,User386,31,Female,Chennai,Home_Product_21,Home,885,S15,,,
I2004,U348,P146,cart,12-01-24,User348,29,Male,Bangalore,Sports_Product_146,Sports,4792,S12,,,
I2005,U962,P117,view,27-05-24,User962,44,Female,Chennai,Electronics_Product_117,Electronics,2357,S37,,,
I2006,U524,P76,purchase,07-02-24,User524,18,Male,Bangalore,Footwear_Product_76,Footwear,1222,S2,T668,2,27-06-24
I2007,U927,P195,cart,06-06-24,User927,26,Male,Bangalore,Sports_Product_195,Sports,2228,S24,,,
I2008,U918,P45,cart,15-01-24,User918,21,Male,Madurai,Electronics_Product_45,Electronics,4974,S14,,,
I2009,U112,P142,view,06-04-24,User112,25,Female,Delhi,Accessories_Product_142,Accessories,541,S4,,,
I2010,U252,P52,purchase,07-12-24,User252,42,Female,Trichy,Accessories_Product_52,Accessories,4116,S42,T669,2,06-05-24
I2011,U46,P122,view,25-07-24,User46,41,Male,Kolkata,Clothing_Product_122,Clothing,2822,S34,,,
I2012,U507,P185,view,08-08-24,User507,32,Male,Bangalore,Sports_Product_185,Sports,2308,S28,,,
I2013,U588,P7,view,09-04-24,User588,30,Male,Delhi,Electronics_Product_7,Electronics,3655,S30,,,
I2014,U705,P3,cart,03-11-24,User705,43,Female,Pune,Footwear_Product_3,Footwear,4098,S2,,,
I2015,U203,P59,view,10-03-24,User203,25,Male,Madurai,Clothing_Product_59,Clothing,4915,S34,,,
I2016,U363,P28,cart,16-03-24,User363,33,Female,Mumbai,Footwear_Product_28,Footwear,4020,S11,,,
I2017,U134,P34,view,01-05-24,User134,41,Male,Pune,Clothing_Product_34,Clothing,1606,S5,,,
I2018,U62,P37,view,30-08-24,User62,43,Female,Trichy,Footwear_Product_37,Footwear,2070,S5,,,
I2019,U908,P40,view,07-09-24,User908,34,Male,Madurai,Accessories_Product_40,Accessories,4532,S7,,,
I2020,U54,P48,cart,14-03-24,User54,29,Female,Mumbai,Home_Product_48,Home,3512,S35,,,
I2021,U953,P139,purchase,17-11-24,User953,31,Male,Delhi,Sports_Product_139,Sports,3860,S33,T670,1,10-02-24
I2022,U557,P61,view,27-08-24,User557,27,Male,Bangalore,Accessories_Product_61,Accessories,1763,S41,,,
I2023,U138,P176,view,02-06-24,User138,40,Female,Pune,Home_Product_176,Home,1437,S43,,,
I2024,U849,P161,view,14-05-24,User849,29,Female,Delhi,Clothing_Product_161,Clothing,3492,S30,,,
I2025,U877,P83,purchase,23-03-24,User877,28,Male,Mumbai,Footwear_Product_83,Footwear,1554,S27,T671,2,23-06-24
I2026,U235,P181,purchase,29-12-24,User235,28,Male,Pune,Home_Product_181,Home,3082,S41,T672,3,06-11-24
I2027,U623,P122,purchase,21-10-24,User623,40,Female,Chennai,Electronics_Product_122,Electronics,4513,S50,T673,1,29-08-24
I2028,U747,P114,view,28-10-24,User747,37,Female,Kolkata,Sports_Product_114,Sports,2062,S23,,,
I2029,U819,P49,purchase,14-10-24,User819,38,Male,Trichy,Electronics_Product_49,Electronics,3043,S14,T674,3,23-05-24
I2030,U889,P149,cart,02-07-24,User889,33,Male,Pune,Electronics_Product_149,Electronics,3647,S49,,,
I2031,U478,P190,cart,29-04-24,User478,39,Female,Bangalore,Footwear_Product_190,Footwear,1898,S20,,,
I2032,U429,P86,cart,14-01-24,User429,33,Male,Pune,Electronics_Product_86,Electronics,4246,S12,,,
I2033,U456,P70,view,16-06-24,User456,23,Male,Hyderabad,Sports_Product_70,Sports,3666,S7,,,
I2034,U373,P102,purchase,10-12-24,User373,23,Female,Trichy,Electronics_Product_102,Electronics,4879,S1,T675,1,24-12-24
I2035,U708,P91,purchase,27-12-24,User708,27,Female,Bangalore,Home_Product_91,Home,2456,S27,T676,2,20-12-24
I2036,U584,P110,view,23-05-24,User584,39,Female,Bangalore,Footwear_Product_110,Footwear,2177,S1,,,
I2037,U762,P48,view,27-04-24,User762,18,Male,Pune,Footwear_Product_48,Footwear,909,S16,,,
I2038,U676,P167,purchase,05-07-24,User676,37,Male,Chennai,Footwear_Product_167,Footwear,4608,S21,T677,3,08-12-24
I2039,U734,P91,purchase,04-07-24,User734,26,Female,Madurai,Sports_Product_91,Sports,2652,S5,T678,1,26-10-24
I2040,U39,P80,cart,07-05-24,User39,45,Female,Bangalore,Footwear_Product_80,Footwear,2232,S20,,,
I2041,U443,P110,purchase,11-08-24,User443,21,Male,Kolkata,Electronics_Product_110,Electronics,523,S35,T679,1,20-04-24
I2042,U522,P124,purchase,11-09-24,User522,42,Female,Kolkata,Home_Product_124,Home,1101,S19,T680,3,19-07-24
I2043,U293,P131,cart,01-11-24,User293,29,Female,Bangalore,Home_Product_131,Home,4059,S27,,,
I2044,U890,P22,purchase,13-09-24,User890,33,Female,Bangalore,Clothing_Product_22,Clothing,2181,S13,T681,2,26-08-24
I2045,U124,P175,view,07-07-24,User124,35,Male,Hyderabad,Home_Product_175,Home,560,S14,,,
I2046,U455,P171,view,28-08-24,User455,32,Female,Mumbai,Footwear_Product_171,Footwear,1164,S25,,,
I2047,U370,P181,view,23-11-24,User370,45,Male,Trichy,Sports_Product_181,Sports,1162,S2,,,
I2048,U816,P22,view,22-01-24,User816,33,Female,Coimbatore,Home_Product_22,Home,3633,S18,,,
I2049,U344,P95,view,25-12-24,User344,21,Female,Coimbatore,Clothing_Product_95,Clothing,1039,S16,,,
I2050,U491,P150,view,20-06-24,User491,44,Male,Trichy,Footwear_Product_150,Footwear,3188,S46,,,
I2051,U33,P69,purchase,01-05-24,User33,39,Female,Bangalore,Accessories_Product_69,Accessories,2055,S5,T682,2,12-11-24
I2052,U948,P62,cart,07-09-24,User948,31,Male,Chennai,Accessories_Product_62,Accessories,3322,S5,,,
I2053,U482,P91,view,11-11-24,User482,32,Female,Coimbatore,Clothing_Product_91,Clothing,1526,S45,,,
I2054,U511,P36,view,06-04-24,User511,39,Female,Madurai,Accessories_Product_36,Accessories,4542,S41,,,
I2055,U72,P138,cart,10-04-24,User72,28,Male,Hyderabad,Footwear_Product_138,Footwear,4095,S19,,,
I2056,U308,P111,purchase,27-05-24,User308,28,Female,Coimbatore,Accessories_Product_111,Accessories,3673,S25,T683,2,13-04-24
I2057,U189,P55,view,16-04-24,User189,32,Female,Madurai,Electronics_Product_55,Electronics,4895,S1,,,
I2058,U320,P58,cart,14-02-24,User320,32,Female,Hyderabad,Sports_Product_58,Sports,4398,S12,,,
I2059,U219,P90,purchase,01-08-24,User219,26,Female,Coimbatore,Accessories_Product_90,Accessories,3592,S17,T684,3,08-03-24
I2060,U651,P199,view,09-03-24,User651,38,Female,Pune,Sports_Product_199,Sports,2033,S16,,,
I2061,U287,P57,purchase,24-04-24,User287,18,Male,Trichy,Accessories_Product_57,Accessories,4230,S39,T685,2,25-06-24
I2062,U655,P110,cart,04-05-24,User655,29,Female,Chennai,Accessories_Product_110,Accessories,4282,S24,,,
I2063,U911,P170,view,21-04-24,User911,28,Female,Coimbatore,Sports_Product_170,Sports,555,S13,,,
I2064,U271,P86,cart,23-03-24,User271,23,Female,Kolkata,Electronics_Product_86,Electronics,3896,S1,,,
I2065,U641,P130,cart,07-08-24,User641,44,Female,Kolkata,Accessories_Product_130,Accessories,642,S9,,,
I2066,U901,P67,cart,12-06-24,User901,29,Male,Pune,Home_Product_67,Home,2054,S41,,,
I2067,U19,P141,purchase,22-11-24,User19,18,Male,Delhi,Sports_Product_141,Sports,3518,S19,T686,3,17-10-24
I2068,U727,P34,view,14-10-24,User727,36,Male,Coimbatore,Accessories_Product_34,Accessories,2205,S9,,,
I2069,U966,P146,purchase,19-08-24,User966,45,Male,Mumbai,Sports_Product_146,Sports,4531,S35,T687,1,25-05-24
I2070,U517,P175,cart,19-02-24,User517,19,Female,Kolkata,Electronics_Product_175,Electronics,4700,S28,,,
I2071,U628,P10,purchase,17-07-24,User628,33,Male,Chennai,Home_Product_10,Home,2395,S10,T688,1,07-08-24
I2072,U905,P192,cart,03-10-24,User905,45,Male,Delhi,Clothing_Product_192,Clothing,3120,S13,,,
I2073,U598,P5,cart,27-10-24,User598,34,Female,Pune,Footwear_Product_5,Footwear,923,S34,,,
I2074,U15,P170,purchase,13-04-24,User15,21,Male,Trichy,Electronics_Product_170,Electronics,4733,S33,T689,3,26-02-24
I2075,U449,P138,cart,22-01-24,User449,39,Female,Madurai,Clothing_Product_138,Clothing,3277,S7,,,
I2076,U278,P104,view,15-07-24,User278,36,Female,Trichy,Home_Product_104,Home,4317,S19,,,
I2077,U309,P4,view,04-02-24,User309,36,Female,Hyderabad,Clothing_Product_4,Clothing,1774,S21,,,
I2078,U763,P76,cart,16-03-24,User763,21,Female,Delhi,Clothing_Product_76,Clothing,1854,S15,,,
I2079,U771,P84,cart,13-01-24,User771,31,Female,Mumbai,Clothing_Product_84,Clothing,954,S2,,,
I2080,U414,P67,view,14-12-24,User414,22,Male,Madurai,Clothing_Product_67,Clothing,4284,S32,,,
I2081,U759,P26,purchase,23-04-24,User759,19,Male,Delhi,Clothing_Product_26,Clothing,1396,S31,T690,2,13-12-24
I2082,U164,P164,purchase,08-04-24,User164,21,Male,Madurai,Home_Product_164,Home,992,S46,T691,3,08-12-24
I2083,U946,P148,purchase,23-04-24,User946,29,Female,Madurai,Clothing_Product_148,Clothing,934,S12,T692,3,08-10-24
I2084,U279,P43,cart,19-11-24,User279,44,Male,Bangalore,Footwear_Product_43,Footwear,4341,S29,,,
I2085,U235,P41,purchase,10-02-24,User235,22,Female,Mumbai,Footwear_Product_41,Footwear,2337,S30,T693,2,19-02-24
I2086,U321,P175,purchase,27-01-24,User321,22,Female,Madurai,Clothing_Product_175,Clothing,2659,S4,T694,2,29-02-24
I2087,U594,P100,view,15-09-24,User594,35,Female,Trichy,Accessories_Product_100,Accessories,273,S14,,,
I2088,U856,P128,view,13-12-24,User856,33,Female,Chennai,Sports_Product_128,Sports,3188,S15,,,
I2089,U89,P68,cart,15-01-24,User89,22,Female,Madurai,Clothing_Product_68,Clothing,771,S33,,,
I2090,U485,P72,cart,25-11-24,User485,36,Male,Mumbai,Sports_Product_72,Sports,4775,S40,,,
I2091,U824,P131,view,09-06-24,User824,24,Male,Chennai,Home_Product_131,Home,2112,S19,,,
I2092,U509,P140,view,12-12-24,User509,25,Female,Mumbai,Clothing_Product_140,Clothing,1890,S29,,,
I2093,U582,P19,purchase,12-01-24,User582,44,Male,Hyderabad,Clothing_Product_19,Clothing,955,S17,T695,1,26-04-24
I2094,U670,P67,purchase,26-09-24,User670,26,Female,Bangalore,Electronics_Product_67,Electronics,2392,S40,T696,2,06-08-24
I2095,U428,P125,view,01-09-24,User428,42,Male,Madurai,Clothing_Product_125,Clothing,1471,S47,,,
I2096,U936,P190,purchase,07-07-24,User936,41,Male,Kolkata,Footwear_Product_190,Footwear,2309,S8,T697,3,18-06-24
I2097,U619,P96,cart,14-07-24,User619,44,Female,Mumbai,Footwear_Product_96,Footwear,2854,S34,,,
I2098,U195,P25,cart,29-01-24,User195,31,Male,Hyderabad,Footwear_Product_25,Footwear,4556,S14,,,
I2099,U868,P126,purchase,19-10-24,User868,44,Male,Pune,Electronics_Product_126,Electronics,1927,S41,T698,1,17-06-24
I2100,U771,P64,purchase,10-04-24,User771,25,Female,Trichy,Sports_Product_64,Sports,3374,S24,T699,3,22-01-24
I2101,U614,P35,view,31-08-24,User614,19,Female,Kolkata,Electronics_Product_35,Electronics,3652,S40,,,
I2102,U753,P3,purchase,23-02-24,User753,43,Male,Madurai,Sports_Product_3,Sports,331,S36,T700,1,11-07-24
I2103,U317,P139,cart,02-11-24,User317,38,Male,Bangalore,Sports_Product_139,Sports,1642,S16,,,
I2104,U522,P47,purchase,02-08-24,User522,32,Female,Bangalore,Electronics_Product_47,Electronics,4401,S22,T701,2,01-03-24
I2105,U740,P90,view,13-07-24,User740,32,Male,Coimbatore,Home_Product_90,Home,747,S26,,,
I2106,U32,P29,cart,04-02-24,User32,41,Female,Delhi,Clothing_Product_29,Clothing,3298,S24,,,
I2107,U721,P132,cart,08-06-24,User721,21,Female,Hyderabad,Home_Product_132,Home,3863,S24,,,
I2108,U577,P104,cart,06-10-24,User577,23,Male,Chennai,Electronics_Product_104,Electronics,3275,S16,,,
I2109,U562,P140,view,21-12-24,User562,24,Male,Mumbai,Home_Product_140,Home,2399,S12,,,
